time [ms],gyro_x [rad/s],gyro_y [rad/s],gyro_z [rad/s]
1390,0.0248220060020685,0.0365757420659065,-0.0108098564669489
1400,0.0028822810854762,0.0464071333408355,-0.0184619259089231
1410,-0.0111650945618748,0.0367561057209968,-0.0133502529934048
1420,-0.0215636156499385,0.0190909393131732,-0.0228626392781734
1430,-0.0349931381642818,-0.0053113382309675,-0.0213249288499355
1440,-0.0620570592582225,-0.0035005102399736,-0.0021588818635791
1450,-0.0818424746394157,-0.0128042632713913,0.0020656906999647
1460,-0.0669589191675186,-0.0023332559503614,0.0038917595520615
1470,-0.0130109945312142,0.0058711445890367,0.0018957206048071
1480,0.0537241250276565,-0.002978082280606,0.0002636818680912
1490,0.0927868410944938,-0.0251014940440654,0.0032826412934809
1500,0.1024145781993866,-0.0348057299852371,0.005040792748332
1510,0.0811388567090034,-0.0257374010980129,-0.0074329217895865
1520,0.0493902266025543,-0.0083514899015426,-0.0041503394022583
1530,0.0141968196257948,0.0079931281507015,-0.000725248013623
1540,-0.0066635771654546,0.0304335933178663,-0.0007044601952657
1550,-0.0108109172433614,0.0249807704240083,0.0080096684396266
1560,-0.0012141345068812,0.012385900132358,0.0151803512126207
1570,0.007908790372312,-0.015720035880804,0.0127845723181962
1580,0.0229084827005863,-0.0464626960456371,0.0130165861919522
1590,0.0329209044575691,-0.0540194138884544,-0.0036686505191028
1600,0.0309127531945705,-0.0311543401330709,-0.0129789775237441
1610,0.0160251520574092,-0.0041661313734948,-0.0025396521668881
1620,-0.0057000662200152,0.0146053545176982,0.0041150320321321
1630,-0.0228598788380622,0.0240161679685115,0.0162808839231729
1640,-0.0327901393175125,0.0084238406270742,0.0300263557583093
1650,-0.0394355282187461,-0.0081607289612293,0.0397610068321228
1660,-0.0301013421267271,-0.0196150504052639,0.0361284613609313
1670,-0.0135463327169418,-0.02302629314363,0.0357795879244804
1680,-0.0059976321645081,-0.015932623296976,0.0253219418227672
1690,-0.0091665275394916,0.0026626330800354,0.0073983361944556
1700,-0.0119695048779249,0.0287522915750741,-0.0064551616087555
1710,0.0030866761226207,0.0288750622421503,0.0010248590260744
1720,0.0290473438799381,0.0031396662816405,0.0226459596306085
1730,0.0646793693304061,-0.033745914697647,0.0287853460758924
1740,0.0855464041233062,-0.0686357766389846,0.0135752717033028
1750,0.0739920139312744,-0.0748971402645111,-0.0110810715705156
1760,0.026720417663455,-0.0478416234254837,-0.0313855670392513
1770,-0.0401076152920722,-0.004255264531821,-0.0283996313810348
1780,-0.0895703509449958,0.0385100990533828,-0.0142591129988431
1790,-0.09380903840065,0.0498935133218765,-0.0024692993611097
1800,-0.0629016458988189,0.0334410592913627,-0.0033717234618961
1810,-0.032663308084011,-0.0097634047269821,-0.0191749203950166
1820,-0.0323845334351062,-0.0278650037944316,-0.0247136708348989
1830,-0.0558712147176265,-0.0246822591871023,-0.0136615531519055
1840,-0.0784425660967826,0.0077406605705618,-0.0104886628687381
1850,-0.0650508627295494,0.0319839492440223,-0.0080715781077742
1860,-0.008596028201282,0.0278840288519859,-0.0035885577090084
1870,0.0574469044804573,-0.0023015695624053,0.0019084729719907
1880,0.1086921095848083,-0.0525209307670593,0.0034980988129973
1890,0.1145768910646438,-0.0905788317322731,-0.0066269733943045
1900,0.0919298976659774,-0.091475524008274,-0.0225108657032251
1910,0.0352620966732502,-0.0510239675641059,-0.0376650467514991
1920,-0.0237782895565032,0.0136537514626979,-0.0451757498085498
1930,-0.0753986090421676,0.0806447640061378,-0.033309768885374
1940,-0.103802740573883,0.1087873876094818,0.006926073692739
1950,-0.1034887582063674,0.0958494842052459,0.0262094922363758
1960,-0.0550836138427257,0.0633544102311134,0.0097709540277719
1970,0.0025261528789997,0.0140395909547805,0.0026973318308591
1980,0.0439013577997684,-0.0503723844885826,0.0131037114188075
1990,0.0561574921011924,-0.0839162245392799,0.0141673777252435
2000,0.0402685329318046,-0.0750701949000358,0.013718451373279
2010,0.0091207325458526,-0.0567966476082801,-0.007654215209186
2020,-0.0237579364329576,-0.0145971179008483,-0.0278486236929893
2030,-0.057195521891117,0.0146601041778922,-0.0292648933827877
2040,-0.084922157227993,0.0228346101939678,-0.0226290877908468
2050,-0.0946379005908966,0.0346627756953239,-0.0168952997773885
2060,-0.0845105275511741,0.0329350531101226,-0.009377684444189
2070,-0.0628459826111793,0.0189257636666297,-0.0009098972659558
2080,-0.0355584174394607,0.0046012615785002,0.0032820177730172
2090,-0.0033349646255373,-0.0248248036950826,-0.0172759871929883
2100,0.0178245585411787,-0.0444880314171314,-0.0336739756166935
2110,0.014211181551218,-0.063637226819992,-0.0399300083518028
2120,-0.0114764738827943,-0.0653594359755516,-0.0423503890633583
2130,-0.0455548129975795,-0.0559329167008399,-0.0465515255928039
2140,-0.068353071808815,-0.0195392202585935,-0.0551751069724559
2150,-0.0738490372896194,0.0232812128961086,-0.0526328533887863
2160,-0.0718217641115188,0.0506696291267871,-0.0381740108132362
2170,-0.0666895881295204,0.0547477304935455,-0.0263327974826097
2180,-0.0454383008182048,0.0323713310062885,-0.0234849881380796
2190,-0.0158375315368175,-0.0046391515061259,-0.0356742776930332
2200,0.0241346806287765,-0.0405074767768383,-0.0561186149716377
2210,0.0629832819104194,-0.0589405484497547,-0.0798599049448967
2220,0.0664448142051696,-0.0612069070339202,-0.0818208456039428
2230,0.0372877269983291,-0.0543500669300556,-0.0774167776107788
2240,-0.010421235114336,-0.0141770057380199,-0.0934148654341697
2250,-0.0518227368593215,0.0248177964240312,-0.1062811315059661
2260,-0.081878937780857,0.0510164536535739,-0.1158250495791435
2270,-0.1018838062882423,0.0602440424263477,-0.1222448647022247
2280,-0.0934429913759231,0.0530102401971817,-0.1297674179077148
2290,-0.0584778226912021,0.040271807461977,-0.1453098952770233
2300,-0.029753141105175,0.0267712213099002,-0.1419027894735336
2310,-0.0120716169476509,0.0129510145634412,-0.1369775533676147
2320,-0.0028415117412805,-0.0095248697325587,-0.1341977566480636
2330,0.0116713847965002,-0.0139467818662524,-0.1659692674875259
2340,0.0260964687913656,-0.0218212828040123,-0.1984209418296814
2350,0.0327394567430019,-0.0246426351368427,-0.2173799872398376
2360,0.0377359874546527,-0.0224886089563369,-0.2176743000745773
2370,0.0341058336198329,-0.0319249890744686,-0.222740426659584
2380,0.0320679619908332,-0.028217339888215,-0.2474679201841354
2390,0.0132921431213617,-0.0026901422534137,-0.2645078897476196
2400,-0.0211426708847284,0.0005595777183771,-0.2647736966609955
2410,-0.0511090941727161,-0.0097346045076847,-0.2752111554145813
2420,-0.0531283095479011,-0.0308416746556758,-0.3125999867916107
2430,-0.0311207491904497,-0.0523048900067806,-0.3436335325241089
2440,-0.0054763709194958,-0.0655453279614448,-0.3768125176429748
2450,0.0047698747366666,-0.0612552426755428,-0.3999058604240417
2460,-0.0025360165163874,-0.0546945519745349,-0.4079737067222595
2470,-0.0335224270820617,-0.0431628003716468,-0.4210687279701233
2480,-0.0677783712744712,-0.021002547815442,-0.444630891084671
2490,-0.1079090163111686,0.0023504453711211,-0.4622828662395477
2500,-0.1353121399879455,0.0112913968041539,-0.4633429050445556
2510,-0.1409101039171219,0.0048478785902261,-0.4590424299240112
2520,-0.1130254715681076,-0.0239856354892253,-0.4595265686511993
2530,-0.0676076561212539,-0.0619628429412841,-0.4753577411174774
2540,-0.0307105295360088,-0.0828500762581825,-0.5063725709915161
2550,-0.0139834806323051,-0.0824769660830497,-0.5295774936676025
2560,-0.0259229205548763,-0.0587833449244499,-0.5183290839195251
2570,-0.0453006140887737,-0.0400426834821701,-0.4960615932941437
2580,-0.0590935051441192,-0.0187162980437278,-0.5042607188224792
2590,-0.0468139350414276,-0.0144997155293822,-0.5171192288398743
2600,-0.0345965921878814,-0.0127886952832341,-0.5296760201454163
2610,-0.0389993302524089,-0.0113796163350343,-0.5486785173416138
2620,-0.0444831177592277,-0.0072282161563634,-0.5630974173545837
2630,-0.0540976598858833,-0.0082356901839375,-0.5677813291549683
2640,-0.063828244805336,-0.0107220821082592,-0.5660766363143921
2650,-0.0509057901799678,-0.0173834469169378,-0.5699382424354553
2660,-0.0104289036244153,-0.0116932485252618,-0.574339747428894
2670,0.0582577511668205,-0.0017399499192833,-0.5738403797149658
2680,0.1170631423592567,-0.0092926248908042,-0.5770860910415649
2690,0.1474029272794723,-0.0119131747633218,-0.5935971736907959
2700,0.1389043480157852,-0.010333688929677,-0.604437530040741
2710,0.0996640101075172,-0.0098902732133865,-0.6063054800033569
2720,0.0575101636350154,0.0005622636526823,-0.6105024814605713
2730,0.0347478613257408,0.0525551550090312,-0.5922526121139526
2740,0.0093208374455571,0.0082120401784777,-0.5965731739997864
2750,-0.0239724032580852,-0.0342312902212142,-0.6349671483039856
2760,-0.0733713209629058,-0.0377953834831714,-0.6758860349655151
2770,-0.1388789415359497,-0.0638751909136772,-0.7066620588302612
2780,-0.1896826028823852,-0.0238141864538192,-0.6852214336395264
2790,-0.1788025349378585,0.0072412006556987,-0.6532608270645142
2800,-0.1048857569694519,0.0308919996023178,-0.6247695684432983
2810,0.0043363333679735,0.0330294519662857,-0.626595675945282
2820,0.0908260866999626,0.0298302490264177,-0.6102120280265808
2830,0.1426155120134353,-0.0348699167370796,-0.5884771943092346
2840,0.1548497527837753,-0.0876955166459083,-0.5963268280029297
2850,0.1206885874271392,-0.1130147203803062,-0.6254618167877197
2860,0.057178046554327,-0.1270686686038971,-0.6351271271705627
2870,-0.0067213056609034,-0.0725380480289459,-0.6194831728935242
2880,-0.0531890094280242,-0.0238210465759038,-0.6000702977180481
2890,-0.0617055296897888,0.0084561994299292,-0.5911964178085327
2900,-0.0375891476869583,0.0650822520256042,-0.5814837217330933
2910,-0.0173816122114658,0.0478867515921592,-0.5710739493370056
2920,0.004110150039196,0.0083327740430831,-0.5624637603759766
2930,0.0283265393227338,-0.0404539406299591,-0.5621660351753235
2940,0.059767510741949,-0.1109004169702529,-0.5713614225387573
2950,0.0821641609072685,-0.1324411332607269,-0.554561972618103
2960,0.090823158621788,-0.1579228639602661,-0.5422348380088806
2970,0.0782466456294059,-0.1532279849052429,-0.5512434840202332
2980,0.061046864837408,-0.110746145248413,-0.5861003994941711
2990,0.0271024778485298,-0.0478478744626045,-0.6270307898521423
3000,-0.0163517780601978,0.0247868336737155,-0.6392638683319092
3010,-0.0634638965129852,0.0487792529165744,-0.6579744219779968
3020,-0.0780740305781364,0.0727112963795661,-0.6739213466644287
3030,-0.0582779496908187,0.0455835349857807,-0.6844866871833801
3040,-0.0197594165802001,-0.0158510040491819,-0.6857423186302185
3050,0.0224724598228931,-0.0837336480617523,-0.6849263310432434
3060,0.024055853486061,-0.1252268999814987,-0.7040143013000488
3070,-0.0292089655995368,-0.1310365796089172,-0.7163082361221313
3080,-0.090162307024002,-0.0919120758771896,-0.7141737341880798
3090,-0.1264702528715133,-0.0321637913584709,-0.7075169086456299
3100,-0.122349664568901,0.0169141422957181,-0.7017154097557068
3110,-0.0874982103705406,0.0471644587814807,-0.7119259834289551
3120,-0.0201109200716018,0.0678932517766952,-0.715766966342926
3130,0.0559478960931301,0.0484974458813667,-0.7025643587112427
3140,0.1398562639951706,-0.0068301996216177,-0.6809608340263367
3150,0.1799147427082061,-0.0805709958076477,-0.6771354675292969
3160,0.1707694381475448,-0.1417941451072693,-0.7038648128509521
3170,0.1004582569003105,-0.1193495541810989,-0.7269715070724487
3180,-0.0155999977141618,-0.071070909500122,-0.7472032904624939
3190,-0.1262077242136001,0.0326035507023334,-0.7583765983581543
3200,-0.1890681535005569,0.1125505045056343,-0.7451660633087158
3210,-0.1749286353588104,0.1465958356857299,-0.708842396736145
3220,-0.0926677361130714,0.1152111366391182,-0.6976773738861084
3230,0.01970568113029,0.0562633983790874,-0.7015386819839478
3240,0.1097263544797897,-0.0376334637403488,-0.7030385136604309
3250,0.1356295943260193,-0.1317202746868133,-0.7020429968833923
3260,0.1122145876288414,-0.1737438887357711,-0.6940534710884094
3270,0.0638731494545936,-0.169254332780838,-0.6987763047218323
3280,0.0282766036689281,-0.1273576319217682,-0.7072109580039978
3290,-0.0047966609708964,-0.0595697909593582,-0.7127708196640015
3300,-0.0317233689129352,0.0023867818526923,-0.7186500430107117
3310,-0.0475425459444522,0.0484144613146781,-0.6892569661140442
3320,-0.0429863855242729,0.0537135191261768,-0.6528061032295227
3330,-0.0006666253320872,0.0287133622914552,-0.6464605927467346
3340,0.0731027945876121,0.0417146980762481,-0.6619687676429749
3350,0.1534937769174575,0.0194389540702104,-0.6446681022644043
3360,0.2254305332899093,-0.0250134691596031,-0.6137695908546448
3370,0.2771565914154053,-0.0750571936368942,-0.5678008198738098
3380,0.3258647322654724,-0.1242517456412315,-0.5262446403503418
3390,0.3609649240970611,-0.1780843436717987,-0.5142598748207092
3400,0.3691103160381317,-0.2025735676288604,-0.536450207233429
3410,0.3304462730884552,-0.1795278936624527,-0.5462319850921631
3420,0.2626990079879761,-0.1677718162536621,-0.5172246098518372
3430,0.1874947994947433,-0.1562938392162323,-0.5138700604438782
3440,0.1225484609603881,-0.0989349782466888,-0.538139820098877
3450,0.0707601010799408,-0.0373075604438781,-0.5273292660713196
3460,0.0206309352070093,0.0046864259056746,-0.4706119894981384
3470,-0.0439115725457668,0.0047617931850254,-0.4047107398509979
3480,-0.090063452720642,-0.0015894402749836,-0.375811904668808
3490,-0.0957860574126243,0.0005568014457821,-0.3884947001934051
3500,-0.0600856356322765,-0.0033073751255869,-0.4118154346942901
3510,-0.0062490352429449,-0.0150250177830457,-0.3983829617500305
3520,0.0366857945919036,-0.0638880282640457,-0.3624247014522552
3530,0.0664191842079162,-0.0963261276483535,-0.3243588209152221
3540,0.0624194778501987,-0.1384608596563339,-0.2845224142074585
3550,0.0031513613648712,-0.1563341319561004,-0.2645449936389923
3560,-0.1105058118700981,-0.1196847259998321,-0.250430554151535
3570,-0.2380373924970626,-0.0624941326677799,-0.2430251091718673
3580,-0.3366316258907318,0.0031851925887167,-0.224493071436882
3590,-0.3567456901073456,0.0569671988487243,-0.2268041670322418
3600,-0.2758490145206451,0.1117686331272125,-0.2449432462453842
3610,-0.1286922991275787,0.116997480392456,-0.238305315375328
3620,0.0225861873477697,0.0692808553576469,-0.2287227064371109
3630,0.1419807523488998,0.0228089615702629,-0.2300947606563568
3640,0.2096849977970123,-0.0326709859073162,-0.2390250116586685
3650,0.2177261561155319,-0.0907891541719436,-0.2445590645074844
3660,0.1577780246734619,-0.1304568797349929,-0.2432009130716323
3670,0.0734370350837707,-0.1326388120651245,-0.2640808820724487
3680,-0.0106065720319747,-0.081896923482418,-0.3123586475849151
3690,-0.0614082291722297,-0.001066259574145,-0.3574180006980896
3700,-0.0824861153960228,0.0709462240338325,-0.3634811639785766
3710,-0.0783928334712982,0.0987618714570999,-0.3468236029148102
3720,-0.0774644315242767,0.1125820130109787,-0.3351542353630066
3730,-0.0900870189070701,0.0725166201591491,-0.3441972732543945
3740,-0.1114074438810348,0.0265953075140714,-0.3636568486690521
3750,-0.1275350153446197,-0.0395765230059623,-0.3753497004508972
3760,-0.1373202353715896,-0.076596051454544,-0.4023093581199646
3770,-0.1516533643007278,-0.037620685994625,-0.4466845393180847
3780,-0.1669858247041702,0.0174052342772483,-0.4563301503658294
3790,-0.1836761236190796,0.070203997194767,-0.4334349334239959
3800,-0.1756970286369323,0.0990365296602249,-0.4445322453975677
3810,-0.1398916393518448,0.1060760617256164,-0.448470801115036
3820,-0.106114774942398,0.0510064139962196,-0.4354551434516907
3830,-0.0642118006944656,-0.0043471241369843,-0.4170417785644531
3840,-0.0088823772966861,-0.0768912360072135,-0.3880128264427185
3850,0.0542960613965988,-0.1519324630498886,-0.3642073571681976
3860,0.0829785987734794,-0.2109079658985138,-0.360324501991272
3870,0.0409421995282173,-0.2061531543731689,-0.3847691416740417
3880,-0.0440069735050201,-0.1348870396614074,-0.4003449082374573
3890,-0.1470555961132049,-0.0257557518780231,-0.4097325503826141
3900,-0.2248698621988296,0.0773137658834457,-0.4217138886451721
3910,-0.2507411539554596,0.1721249669790268,-0.4385131001472473
3920,-0.2195259630680084,0.2169444561004638,-0.4261543750762939
3930,-0.1659266501665115,0.1729186773300171,-0.4012117385864258
3940,-0.1055013388395309,0.0836014226078987,-0.3926289677619934
3950,-0.0434110723435878,-0.0240518059581518,-0.4084675908088684
3960,0.0048164501786231,-0.1318307965993881,-0.4708297848701477
3970,0.0345277413725853,-0.1643706262111663,-0.5240546464920044
3980,0.0398142077028751,-0.1452168673276901,-0.5236012935638428
3990,0.0278960280120372,-0.0963992625474929,-0.4973603785037994
4000,-0.0065251626074314,-0.0393290184438228,-0.472659558057785
4010,-0.0548444911837577,0.0011646142229437,-0.4541433751583099
4020,-0.108943335711956,0.0400922410190105,-0.4563093185424804
4030,-0.1300496906042099,0.0588499531149864,-0.4467357993125915
4040,-0.1139087527990341,0.0326467715203762,-0.4095871448516845
4050,-0.0597597695887088,-0.0190901923924684,-0.3793546557426452
4060,0.0042066676542162,-0.0679733976721763,-0.3819724321365356
4070,0.056751899421215,-0.1239136308431625,-0.3796155452728271
4080,0.0618524402379989,-0.1755034923553466,-0.3749191462993622
4090,0.0221638847142457,-0.2110079526901245,-0.4124254882335663
4100,-0.0259646400809288,-0.1995232254266739,-0.465790718793869
4110,-0.0545579344034194,-0.1822289228439331,-0.4539987742900848
4120,-0.0451543778181076,-0.1838569194078445,-0.3962002694606781
4130,-0.0097870649769902,-0.1905507743358612,-0.3616465628147125
4140,0.0288899205625057,-0.1891801655292511,-0.360125333070755
4150,0.0625144615769386,-0.1904089450836181,-0.3453392088413238
4160,0.0649533420801162,-0.2045929580926895,-0.3265341520309448
4170,0.0459277182817459,-0.2122165113687515,-0.3344219028949737
4180,0.0166240781545639,-0.1944232583045959,-0.3360418081283569
4190,-0.008620292879641,-0.183300033211708,-0.3061419725418091
4200,-0.0119220921769738,-0.1760760247707367,-0.2781962156295776
4210,0.0269198454916477,-0.170423999428749,-0.2829587459564209
4220,0.1062668189406395,-0.1498672515153885,-0.3020296096801758
4230,0.1797290444374084,-0.1567121148109436,-0.3083682060241699
4240,0.1897332221269607,-0.2017825692892074,-0.3247896730899811
4250,0.1348470747470855,-0.2760450839996338,-0.3277098536491394
4260,0.0465868413448333,-0.3618762195110321,-0.3288100063800812
4270,-0.052725363522768,-0.3979301154613495,-0.3635637164115906
4280,-0.1374054700136184,-0.362137883901596,-0.3881270885467529
4290,-0.1816301941871643,-0.276551604270935,-0.385956346988678
4300,-0.1759102642536163,-0.212358683347702,-0.3596056401729584
4310,-0.1155800819396972,-0.2219303548336029,-0.3300954103469848
4320,-0.027042968198657,-0.2908854484558105,-0.3210373818874359
4330,0.0162959843873977,-0.3545629382133484,-0.352373719215393
4340,-0.0112689100205898,-0.3409871459007263,-0.4090605080127716
4350,-0.0701231658458709,-0.1980968415737152,-0.4687366187572479
4360,-0.1144486963748931,0.0112049970775842,-0.4705748260021209
4370,-0.0944864451885223,0.1998862326145172,-0.4061324596405029
4380,0.0004355385899543,0.2936908602714538,-0.3344917595386505
4390,0.1366288065910339,0.2721535861492157,-0.3196326494216919
4400,0.2507108449935913,0.155907928943634,-0.3455431759357452
4410,0.3143782317638397,-0.0007458720356225,-0.3819131553173065
