time [ms],mag_x [μT],mag_y [μT],mag_z [μT]
40950,6.8232421875,18.913070678710938,-33.857574462890625
40960,6.879554748535156,18.77012634277344,-34.311607360839844
40970,6.830535888671875,18.627700805664062,-34.269561767578125
40980,6.58349609375,18.87757873535156,-34.03533172607422
40990,6.656906127929688,18.927490234375,-34.10182189941406
41000,6.9156494140625,18.92041015625,-34.03447723388672
41010,7.3296356201171875,18.74945068359375,-33.92716217041016
41020,7.160163879394531,18.905105590820312,-34.19952392578125
41030,7.140937805175781,19.0455322265625,-34.2149658203125
41040,7.052818298339844,19.289215087890625,-33.950294494628906
41050,7.2602691650390625,19.304916381835938,-33.825157165527344
41060,7.168128967285156,19.24374389648437,-33.829254150390625
41070,7.1207122802734375,19.19989013671875,-34.073753356933594
41080,7.096733093261719,19.52235412597656,-33.743804931640625
41090,7.288536071777344,19.65489196777344,-33.751007080078125
41100,7.4749755859375,19.783706665039062,-33.77546691894531
41110,7.5927886962890625,19.83197021484375,-33.50978088378906
41120,7.622161865234375,20.09907531738281,-33.507545471191406
41130,7.517433166503906,20.259262084960938,-33.28784942626953
41140,7.601600646972656,20.16661071777344,-33.590660095214844
41150,7.84088134765625,19.93841552734375,-33.5113525390625
41160,7.857147216796875,19.932113647460938,-33.58784484863281
41170,7.890007019042969,19.924835205078125,-33.259605407714844
41180,7.450523376464844,20.12557983398437,-33.54633331298828
41190,7.756179809570312,20.38848876953125,-33.13749694824219
41200,7.58184814453125,20.543136596679688,-33.454986572265625
41210,7.586563110351562,20.71376037597656,-33.166015625
41220,7.591423034667969,20.84799194335937,-32.96553039550781
41230,7.761314392089844,21.3192138671875,-33.02460479736328
41240,7.576263427734375,21.265457153320312,-32.55120086669922
41250,7.5314788818359375,21.17738342285156,-32.576995849609375
41260,7.13232421875,21.07040405273437,-32.55823516845703
41270,7.5557098388671875,21.184799194335938,-32.863311767578125
41280,7.656105041503906,21.373336791992188,-32.90409851074219
41290,7.466972351074219,21.733871459960938,-32.44010162353516
41300,7.881744384765625,22.10546875,-32.272430419921875
41310,7.9384765625,22.16011047363281,-32.26421356201172
41320,8.104804992675781,22.48138427734375,-31.834976196289062
41330,8.272819519042969,22.3692626953125,-31.74748992919922
41340,8.371437072753906,22.69331359863281,-31.539627075195312
41350,8.64990234375,22.729461669921875,-31.69695281982422
41360,8.753318786621094,22.930328369140625,-31.572410583496094
41370,8.923355102539062,23.051010131835938,-31.514427185058597
41380,9.023086547851562,23.000701904296875,-31.26142883300781
41390,9.03144073486328,23.02891540527344,-31.55171203613281
41400,9.134231567382812,23.22021484375,-30.925277709960938
41410,9.132843017578123,23.119049072265625,-31.03437805175781
41420,9.238655090332031,22.840484619140625,-31.01997375488281
41430,9.508514404296877,22.937957763671875,-30.88976287841797
41440,9.532386779785156,23.04917907714844,-31.08252716064453
41450,9.69548797607422,22.997802734375,-30.794204711914062
41460,9.946487426757812,23.08189392089844,-30.697830200195312
41470,10.358283996582031,22.9737548828125,-30.232627868652344
41480,10.600440979003906,22.870437622070312,-30.488487243652344
41490,10.350471496582031,22.618728637695312,-30.636932373046875
41500,10.203033447265623,22.611160278320312,-30.60240936279297
41510,10.453369140625,22.362716674804688,-30.58484649658203
41520,10.842658996582031,22.410369873046875,-30.26781463623047
41530,10.74871826171875,22.496078491210938,-30.11450958251953
41540,11.240592956542969,22.409912109375,-30.19355010986328
41550,11.236526489257812,22.39364624023437,-29.72943115234375
41560,11.380935668945312,22.512863159179688,-29.38276672363281
41570,11.327041625976562,22.592208862304688,-29.22334289550781
41580,11.718612670898438,22.81163024902344,-29.26278686523437
41590,11.718612670898438,22.81163024902344,-29.26278686523437
