time,roll,pitch,yaw
0,0.0382744294146247,-0.0195526534961621,0.09250756105435265
10,0.0370302877550071,-0.0185948915437836,0.09314773532118625
20,0.0359434009407181,-0.0178567751612772,0.09381923450348228
30,0.0352898229168114,-0.0175254000909313,0.09430868384503377
40,0.0352610859316148,-0.0177247090133678,0.09468514271093476
50,0.0356752425586489,-0.0184090243686657,0.09510054886472386
60,0.0362570069653714,-0.0193621113164087,0.09561384548867746
70,0.0367313707616492,-0.0201654735538197,0.09625187246246236
80,0.0367972245873742,-0.0205965338534726,0.09701841257377541
90,0.0362479313559679,-0.0205820557626794,0.09776619140801834
100,0.0352331975602161,-0.0201241312705116,0.09827969485662047
110,0.0340049531745547,-0.019417383261695,0.09862589560372736
120,0.0328831260809776,-0.0187542164900697,0.09898056090637786
130,0.0321412481102165,-0.0184460849372245,0.099525204256242
140,0.0318397339839478,-0.0186529728304934,0.10011946885077005
150,0.0319381803583338,-0.0193221723719247,0.10061973689093096
160,0.0324889017290006,-0.020292266117251,0.10105496452205553
170,0.0333251544219993,-0.0214576434813843,0.10165716682721015
180,0.0343895121323885,-0.0226713563081394,0.10256072381815873
190,0.0351767003995066,-0.0236927515819794,0.1036099181152168
200,0.0351945359594,-0.0242832534138627,0.10430044812787287
210,0.0347134806515429,-0.0243513787242413,0.10457896005220269
220,0.0338609844380173,-0.0241508719604334,0.1048430351585643
230,0.0328181896611155,-0.0240241195703018,0.10530100109181584
240,0.0320504846114742,-0.0240940778549752,0.10580691532898046
250,0.0317856299764305,-0.0243106654833877,0.10635088472527876
260,0.0319811592950897,-0.0246444967689849,0.1070113441163052
270,0.0324522344992788,-0.0250980631908125,0.10758071407724135
280,0.0328690781684204,-0.0256674864477285,0.1078679362816235
290,0.0331848244521079,-0.0262116785702071,0.10798668416372514
300,0.0334694551438701,-0.0266414991686622,0.10816980508359197
310,0.0335962775734783,-0.0269301682786848,0.108441280610994
320,0.0337506833703048,-0.0270390964472162,0.10874261194950607
330,0.0337337379841989,-0.0270655674693632,0.10915991895017374
340,0.0333481553171194,-0.0270692092324019,0.10966133486592122
350,0.0327764539506957,-0.0270280853083904,0.11009557731489572
360,0.0320745068041805,-0.0269611671296408,0.11033313458014415
370,0.0315449952818346,-0.0269346405726853,0.11047538612153707
380,0.0313527969484824,-0.0271379981903003,0.11058218552328292
390,0.0314532715176877,-0.0276457836056227,0.11065069209108724
400,0.0318606864669374,-0.0283760100132731,0.11070426217241724
410,0.0325213040296938,-0.0291302513627453,0.11099888734243013
420,0.0328792801796987,-0.029778995942495,0.11140989221461073
430,0.0328582108248548,-0.0301540241164508,0.11161161840913847
440,0.0325854907158985,-0.0302081198059453,0.11150626420191401
450,0.0321122111044712,-0.0300750456244588,0.11125773877202239
460,0.0317799627785842,-0.0298955724714068,0.11106858042029977
470,0.0314024349837552,-0.029711271793233,0.11100366937613515
480,0.0309224614392973,-0.0295191126166264,0.11092467595469735
490,0.0305348494439323,-0.0294181058694229,0.11069013074478473
500,0.0303468527619257,-0.0297001697378192,0.11044249902119674
510,0.0301692883535703,-0.0305491575163128,0.1105039325611572
520,0.0298928315364765,-0.0316768209869893,0.11080096535397121
530,0.0295995224791622,-0.0325414518771075,0.11111016666102591
540,0.0291549778883858,-0.0329256409791264,0.11151875105082443
550,0.0281947038517646,-0.0329937067118099,0.11204594367963994
560,0.0267710611922866,-0.0329019002539607,0.11253399509492024
570,0.0252016998605675,-0.0326593946791267,0.11280508602725892
580,0.0237519661108983,-0.0323158090100552,0.11281301337785443
590,0.022738503317573,-0.0321421864278094,0.1125271845425031
600,0.022371318753971,-0.032396125490528,0.11215425508205179
610,0.0225674626707966,-0.0331416586340933,0.11182852765765894
620,0.0232824911016929,-0.0341972805088068,0.11156564827884186
630,0.024128529894531,-0.0352359131377798,0.11140229936733315
640,0.0249114101977072,-0.0358914840979286,0.11129540353325984
650,0.0252750420123532,-0.0359304814716283,0.11119867873051881
660,0.0249498587703405,-0.0354094699031423,0.11097966682533755
670,0.0241431973513215,-0.0345309977431578,0.11069978944290915
680,0.0232447524956738,-0.0336038125840925,0.11044627028730769
690,0.0225621047003935,-0.0328242436640348,0.1101664723061031
700,0.0222775583449859,-0.03232576794871,0.10977700506402233
710,0.022496352890276,-0.0321571022340868,0.10930451414170772
720,0.0230249556100075,-0.0323237703667619,0.10894164643559368
730,0.0235806884961328,-0.0326696677116353,0.10870940539886575
740,0.024102368382613,-0.0329829068848871,0.10850873627601354
750,0.0245093743722333,-0.0330286841000344,0.10830817980826613
760,0.0247856170292674,-0.0326907441970212,0.10818936150239011
770,0.0247653243912306,-0.0319135476806069,0.10825543903153578
780,0.0242946226819199,-0.0306761561292185,0.10835407355707982
790,0.0235580659395146,-0.0291639992222218,0.10829892013480258
800,0.0228667751509217,-0.0277565543293645,0.1080503381635296
810,0.0224392048688978,-0.0269913845337949,0.10784251590264704
820,0.0223233301165883,-0.0271251136312898,0.10779011821583095
830,0.0226691402011073,-0.0279346819794762,0.10773502336262197
840,0.0234559340842304,-0.0290258470333296,0.10761844392668962
850,0.0245703703839345,-0.0300393167654748,0.10752162265806131
860,0.0257717896570627,-0.0307885787313196,0.10739506593412029
870,0.0267883734229368,-0.0311616410339824,0.10710380472778347
880,0.0274420529209525,-0.0310645963857886,0.10658309936911703
890,0.0278072238313914,-0.0306037743423071,0.10604174308748693
900,0.0279408895346206,-0.030043928247458,0.10570673573819223
